ds,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,weathercode,wind_speed_10m,surface_pressure,city
2022-06-01,22.0,77.0,0.0,0.0,0.0,0.0,13.30000019073486,1012.099975585938,Геленджик
2022-06-02,22.0,75.0,0.0,0.0,0.0,0.0,8.600000381469727,1013.099975585938,Геленджик
2022-06-03,24.79999923706055,55.0,0.0,0.0,0.0,3.0,17.5,1012.599975585938,Геленджик
2022-06-04,25.29999923706055,65.0,0.0,0.0,0.0,1.0,20.10000038146973,1012.0,Геленджик
2022-06-05,24.89999961853027,58.0,0.0,0.0,0.0,0.0,18.0,1009.200012207031,Геленджик
2022-06-06,18.20000076293945,100.0,0.0,0.0,0.0,3.0,5.599999904632568,1010.099975585938,Геленджик
2022-06-07,21.39999961853027,51.0,0.0,0.0,0.0,0.0,17.60000038146973,1009.700012207031,Геленджик
2022-06-08,22.20000076293945,43.0,0.0,0.0,0.0,3.0,22.70000076293945,1009.400024414062,Геленджик
2022-06-09,19.79999923706055,90.0,0.0,0.0,0.0,1.0,7.099999904632568,1008.400024414062,Геленджик
2022-06-10,19.39999961853027,98.0,0.0,0.0,0.0,3.0,4.300000190734863,1010.0,Геленджик
2022-06-11,19.70000076293945,93.0,0.0,0.0,0.0,0.0,7.800000190734863,1012.5,Геленджик
2022-06-12,23.89999961853027,55.0,0.0,0.0,0.0,3.0,15.89999961853027,1007.700012207031,Геленджик
2022-06-13,24.89999961853027,41.0,0.0,0.0,0.0,3.0,10.39999961853027,1002.0,Геленджик
2022-06-14,21.89999961853027,55.0,0.0,0.0,0.0,0.0,14.0,1005.799987792969,Геленджик
2022-06-15,20.29999923706055,90.0,0.0,0.0,0.0,1.0,2.400000095367432,1010.700012207031,Геленджик
2022-06-16,18.39999961853027,95.0,0.0,0.0,0.0,0.0,5.099999904632568,1015.299987792969,Геленджик
2022-06-17,18.80000019073486,58.0,0.0,0.0,0.0,0.0,8.399999618530273,1017.400024414062,Геленджик
2022-06-18,19.20000076293945,63.0,0.0,0.0,0.0,2.0,11.39999961853027,1014.700012207031,Геленджик
2022-06-19,20.29999923706055,54.0,0.0,0.0,0.0,0.0,14.5,1014.700012207031,Геленджик
2022-06-20,21.20000076293945,67.0,0.0,0.0,0.0,0.0,19.0,1015.299987792969,Геленджик
2022-06-21,20.89999961853027,85.0,0.0,0.0,0.0,2.0,6.599999904632568,1008.299987792969,Геленджик
2022-06-22,21.5,93.0,0.0,0.0,0.0,3.0,6.3999998569488525,1001.5,Геленджик
2022-06-23,17.70000076293945,78.0,0.0,0.0,0.0,1.0,6.199999809265137,1004.099975585938,Геленджик
2022-06-24,16.70000076293945,93.0,4.199999809265137,4.199999809265137,0.0,63.0,14.39999961853027,1007.0,Геленджик
2022-06-25,16.60000038146973,96.0,0.0,0.0,0.0,2.0,11.69999980926514,1009.099975585938,Геленджик
2022-06-26,18.79999923706055,88.0,0.0,0.0,0.0,3.0,7.400000095367432,1008.200012207031,Геленджик
2022-06-27,19.29999923706055,93.0,1.100000023841858,1.100000023841858,0.0,55.0,7.400000095367432,1009.700012207031,Геленджик
2022-06-28,21.0,90.0,1.600000023841858,1.600000023841858,0.0,61.0,14.80000019073486,1009.700012207031,Геленджик
2022-06-29,20.20000076293945,84.0,0.0,0.0,0.0,3.0,12.69999980926514,1011.0,Геленджик
2022-06-30,23.29999923706055,63.0,0.0,0.0,0.0,0.0,16.29999923706055,1011.599975585938,Геленджик
2022-07-01,21.39999961853027,55.0,0.0,0.0,0.0,0.0,15.69999980926514,1010.900024414062,Геленджик
2022-07-02,20.89999961853027,59.0,0.0,0.0,0.0,0.0,11.10000038146973,1012.0,Геленджик
2022-07-03,16.79999923706055,66.0,0.0,0.0,0.0,0.0,7.199999809265137,1016.299987792969,Геленджик
2022-07-04,19.0,59.0,0.0,0.0,0.0,0.0,10.60000038146973,1015.799987792969,Геленджик
2022-07-05,21.10000038146973,66.0,0.0,0.0,0.0,0.0,9.199999809265137,1014.200012207031,Геленджик
2022-07-06,24.79999923706055,54.0,0.0,0.0,0.0,0.0,13.5,1011.900024414062,Геленджик
2022-07-07,24.20000076293945,44.0,0.0,0.0,0.0,0.0,17.29999923706055,1008.5,Геленджик
2022-07-08,24.70000076293945,42.0,0.0,0.0,0.0,0.0,15.30000019073486,1008.0,Геленджик
2022-07-09,21.70000076293945,95.0,0.0,0.0,0.0,1.0,4.300000190734863,1009.5,Геленджик
2022-07-10,22.60000038146973,92.0,0.0,0.0,0.0,0.0,2.299999952316284,1004.299987792969,Геленджик
2022-07-11,22.29999923706055,93.0,0.300000011920929,0.300000011920929,0.0,51.0,6.599999904632568,1002.799987792969,Геленджик
2022-07-12,20.5,91.0,0.0,0.0,0.0,0.0,7.199999809265137,1013.799987792969,Геленджик
2022-07-13,21.10000038146973,67.0,0.0,0.0,0.0,0.0,15.80000019073486,1014.799987792969,Геленджик
2022-07-14,19.60000038146973,78.0,0.0,0.0,0.0,1.0,7.099999904632568,1013.400024414062,Геленджик
2022-07-15,20.39999961853027,83.0,0.0,0.0,0.0,0.0,5.699999809265137,1015.299987792969,Геленджик
2022-07-16,25.0,50.0,0.0,0.0,0.0,3.0,21.60000038146973,1009.700012207031,Геленджик
2022-07-17,22.70000076293945,87.0,0.0,0.0,0.0,2.0,3.5,1013.400024414062,Геленджик
2022-07-18,23.70000076293945,75.0,0.0,0.0,0.0,1.0,6.199999809265137,1013.200012207031,Геленджик
2022-07-19,20.60000038146973,57.0,0.0,0.0,0.0,0.0,20.20000076293945,1016.200012207031,Геленджик
2022-07-20,21.29999923706055,56.0,0.0,0.0,0.0,0.0,14.0,1016.099975585938,Геленджик
2022-07-21,19.10000038146973,71.0,0.0,0.0,0.0,0.0,6.699999809265137,1012.200012207031,Геленджик
2022-07-22,17.79999923706055,81.0,0.0,0.0,0.0,0.0,5.900000095367432,1010.599975585938,Геленджик
2022-07-23,19.70000076293945,92.0,1.0,1.0,0.0,55.0,7.099999904632568,1011.400024414062,Геленджик
2022-07-24,18.79999923706055,83.0,0.0,0.0,0.0,0.0,7.599999904632568,1013.299987792969,Геленджик
2022-07-25,19.79999923706055,92.0,0.0,0.0,0.0,0.0,6.599999904632568,1011.700012207031,Геленджик
2022-07-26,20.79999923706055,97.0,0.0,0.0,0.0,3.0,5.400000095367432,1010.5,Геленджик
2022-07-27,19.89999961853027,97.0,0.0,0.0,0.0,1.0,4.300000190734863,1009.700012207031,Геленджик
2022-07-28,21.39999961853027,89.0,0.0,0.0,0.0,0.0,4.0,1012.900024414062,Геленджик
2022-07-29,22.0,80.0,0.0,0.0,0.0,0.0,8.699999809265137,1014.0,Геленджик
2022-07-30,25.70000076293945,68.0,0.0,0.0,0.0,0.0,19.79999923706055,1012.299987792969,Геленджик
2022-07-31,26.70000076293945,60.0,0.0,0.0,0.0,1.0,23.20000076293945,1009.099975585938,Геленджик
2022-08-01,27.39999961853027,53.0,0.0,0.0,0.0,0.0,22.60000038146973,1004.700012207031,Геленджик
2022-08-02,23.5,94.0,0.2000000029802322,0.2000000029802322,0.0,51.0,13.69999980926514,1007.400024414062,Геленджик
2022-08-03,22.79999923706055,96.0,0.0,0.0,0.0,0.0,4.900000095367432,1009.5,Геленджик
2022-08-04,23.60000038146973,87.0,0.0,0.0,0.0,0.0,1.5,1012.400024414062,Геленджик
2022-08-05,24.10000038146973,76.0,0.0,0.0,0.0,0.0,11.30000019073486,1011.799987792969,Геленджик
2022-08-06,24.29999923706055,75.0,0.0,0.0,0.0,0.0,7.900000095367432,1010.099975585938,Геленджик
2022-08-07,25.70000076293945,51.0,0.0,0.0,0.0,0.0,21.60000038146973,1006.599975585938,Геленджик
2022-08-08,25.60000038146973,48.0,0.0,0.0,0.0,0.0,23.20000076293945,1008.0,Геленджик
2022-08-09,26.10000038146973,41.0,0.0,0.0,0.0,0.0,16.60000038146973,1010.599975585938,Геленджик
2022-08-10,27.39999961853027,32.0,0.0,0.0,0.0,0.0,29.29999923706055,1006.799987792969,Геленджик
2022-08-11,24.70000076293945,94.0,0.0,0.0,0.0,3.0,3.200000047683716,1005.900024414062,Геленджик
2022-08-12,24.29999923706055,90.0,0.0,0.0,0.0,3.0,10.0,1008.799987792969,Геленджик
2022-08-13,22.60000038146973,92.0,0.0,0.0,0.0,0.0,4.900000095367432,1010.599975585938,Геленджик
2022-08-14,27.5,61.0,0.0,0.0,0.0,1.0,13.5,1004.599975585938,Геленджик
2022-08-15,24.5,82.0,0.0,0.0,0.0,0.0,5.199999809265137,1004.400024414062,Геленджик
2022-08-16,26.20000076293945,82.0,0.0,0.0,0.0,0.0,5.900000095367432,1005.400024414062,Геленджик
2022-08-17,23.60000038146973,92.0,0.0,0.0,0.0,0.0,4.800000190734863,1010.799987792969,Геленджик
2022-08-18,24.10000038146973,79.0,0.0,0.0,0.0,0.0,11.69999980926514,1008.599975585938,Геленджик
2022-08-19,24.60000038146973,78.0,0.0,0.0,0.0,0.0,9.899999618530273,1007.700012207031,Геленджик
2022-08-20,23.10000038146973,87.0,0.0,0.0,0.0,1.0,11.10000038146973,1008.299987792969,Геленджик
2022-08-21,25.10000038146973,79.0,0.0,0.0,0.0,0.0,8.699999809265137,1007.799987792969,Геленджик
2022-08-22,26.60000038146973,63.0,0.0,0.0,0.0,0.0,13.80000019073486,1003.900024414062,Геленджик
2022-08-23,27.20000076293945,50.0,0.0,0.0,0.0,0.0,14.80000019073486,1006.299987792969,Геленджик
2022-08-24,27.39999961853027,38.0,0.0,0.0,0.0,0.0,17.60000038146973,1009.099975585938,Геленджик
2022-08-25,27.89999961853027,27.0,0.0,0.0,0.0,0.0,22.5,1007.200012207031,Геленджик
2022-08-26,28.5,30.0,0.0,0.0,0.0,3.0,20.10000038146973,1004.5,Геленджик
2022-08-27,25.29999923706055,59.0,0.0,0.0,0.0,0.0,7.400000095367432,1005.299987792969,Геленджик
2022-08-28,25.10000038146973,86.0,0.0,0.0,0.0,2.0,4.199999809265137,1010.099975585938,Геленджик
2022-08-29,25.5,81.0,1.299999952316284,1.299999952316284,0.0,61.0,11.19999980926514,1011.200012207031,Геленджик
2022-08-30,22.89999961853027,95.0,0.0,0.0,0.0,0.0,5.699999809265137,1014.400024414062,Геленджик
2022-08-31,25.20000076293945,70.0,0.0,0.0,0.0,0.0,11.5,1011.400024414062,Геленджик
2022-09-01,24.39999961853027,72.0,0.0,0.0,0.0,0.0,11.19999980926514,1008.099975585938,Геленджик
2022-09-02,24.0,82.0,0.0,0.0,0.0,0.0,21.39999961853027,1009.900024414062,Геленджик
2022-09-03,24.29999923706055,52.0,0.0,0.0,0.0,0.0,30.20000076293945,1010.700012207031,Геленджик
2022-09-04,25.10000038146973,57.0,0.0,0.0,0.0,0.0,3.200000047683716,1008.900024414062,Геленджик
2022-09-05,18.10000038146973,65.0,0.0,0.0,0.0,3.0,23.70000076293945,1016.799987792969,Геленджик
2022-09-06,15.19999980926514,55.0,0.0,0.0,0.0,0.0,12.80000019073486,1017.900024414062,Геленджик
2022-09-07,14.19999980926514,60.0,0.0,0.0,0.0,1.0,8.0,1018.599975585938,Геленджик
2022-09-08,14.10000038146973,63.0,0.0,0.0,0.0,0.0,16.20000076293945,1020.400024414062,Геленджик
2022-09-09,15.10000038146973,58.0,0.0,0.0,0.0,0.0,8.0,1020.299987792969,Геленджик
2022-09-10,18.39999961853027,51.0,0.0,0.0,0.0,3.0,10.0,1019.799987792969,Геленджик
2022-09-11,18.0,42.0,0.0,0.0,0.0,0.0,24.79999923706055,1013.700012207031,Геленджик
2022-09-12,18.5,91.0,0.0,0.0,0.0,1.0,3.799999952316284,1008.099975585938,Геленджик
2022-09-13,19.5,89.0,0.1000000014901161,0.1000000014901161,0.0,51.0,8.0,1004.099975585938,Геленджик
2022-09-14,16.89999961853027,92.0,0.1000000014901161,0.1000000014901161,0.0,51.0,10.19999980926514,1008.700012207031,Геленджик
2022-09-15,18.0,80.0,0.800000011920929,0.800000011920929,0.0,53.0,15.10000038146973,1014.599975585938,Геленджик
2022-09-16,21.29999923706055,80.0,0.0,0.0,0.0,3.0,24.89999961853027,1010.900024414062,Геленджик
2022-09-17,22.29999923706055,92.0,0.0,0.0,0.0,0.0,16.60000038146973,1006.599975585938,Геленджик
2022-09-18,23.29999923706055,45.0,0.0,0.0,0.0,2.0,9.800000190734863,1005.200012207031,Геленджик
2022-09-19,21.39999961853027,96.0,0.1000000014901161,0.1000000014901161,0.0,51.0,5.199999809265137,1005.400024414062,Геленджик
2022-09-20,16.70000076293945,68.0,0.0,0.0,0.0,0.0,11.10000038146973,1012.700012207031,Геленджик
2022-09-21,17.70000076293945,88.0,0.0,0.0,0.0,3.0,5.900000095367432,1010.700012207031,Геленджик
2022-09-22,14.10000038146973,69.0,0.0,0.0,0.0,2.0,18.5,1011.799987792969,Геленджик
2022-09-23,14.89999961853027,93.0,0.0,0.0,0.0,2.0,14.10000038146973,1008.0,Геленджик
2022-09-24,12.30000019073486,94.0,0.0,0.0,0.0,1.0,4.400000095367432,1014.599975585938,Геленджик
2022-09-25,11.69999980926514,89.0,0.0,0.0,0.0,1.0,5.5,1019.099975585938,Геленджик
2022-09-26,17.29999923706055,61.0,0.0,0.0,0.0,2.0,10.5,1020.0,Геленджик
2022-09-27,17.29999923706055,89.0,0.0,0.0,0.0,3.0,9.0,1014.200012207031,Геленджик
2022-09-28,17.5,90.0,0.0,0.0,0.0,3.0,6.099999904632568,1006.900024414062,Геленджик
2022-09-29,18.79999923706055,95.0,1.700000047683716,1.700000047683716,0.0,61.0,13.80000019073486,1009.0,Геленджик
2022-09-30,16.5,95.0,0.0,0.0,0.0,2.0,4.0,1015.0,Геленджик
2022-10-01,21.79999923706055,59.0,0.0,0.0,0.0,0.0,2.900000095367432,1019.299987792969,Геленджик
2022-10-02,17.79999923706055,82.0,0.0,0.0,0.0,3.0,7.199999809265137,1016.299987792969,Геленджик
2022-10-03,18.5,90.0,1.399999976158142,1.399999976158142,0.0,61.0,17.39999961853027,1004.200012207031,Геленджик
2022-10-04,14.0,82.0,0.0,0.0,0.0,3.0,4.5,1011.900024414062,Геленджик
2022-10-05,14.89999961853027,91.0,0.0,0.0,0.0,3.0,10.89999961853027,1019.299987792969,Геленджик
2022-10-06,12.69999980926514,82.0,0.0,0.0,0.0,0.0,9.199999809265137,1025.599975585938,Геленджик
2022-10-07,13.10000038146973,74.0,0.0,0.0,0.0,0.0,17.79999923706055,1024.5,Геленджик
2022-10-08,15.80000019073486,66.0,0.0,0.0,0.0,0.0,31.10000038146973,1018.0,Геленджик
2022-10-09,16.79999923706055,78.0,0.0,0.0,0.0,3.0,15.30000019073486,1011.700012207031,Геленджик
2022-10-10,17.5,94.0,0.2000000029802322,0.2000000029802322,0.0,51.0,12.69999980926514,1012.400024414062,Геленджик
2022-10-11,13.10000038146973,80.0,0.0,0.0,0.0,0.0,11.10000038146973,1020.200012207031,Геленджик
2022-10-12,12.10000038146973,75.0,0.0,0.0,0.0,0.0,6.599999904632568,1021.799987792969,Геленджик
2022-10-13,10.69999980926514,88.0,0.0,0.0,0.0,1.0,15.60000038146973,1022.5,Геленджик
2022-10-14,11.69999980926514,64.0,0.0,0.0,0.0,0.0,13.5,1019.900024414062,Геленджик
2022-10-15,10.60000038146973,66.0,0.0,0.0,0.0,0.0,27.89999961853027,1018.299987792969,Геленджик
2022-10-16,12.39999961853027,78.0,0.0,0.0,0.0,0.0,30.0,1017.700012207031,Геленджик
2022-10-17,14.10000038146973,80.0,0.1000000014901161,0.1000000014901161,0.0,51.0,24.0,1023.200012207031,Геленджик
2022-10-18,11.60000038146973,89.0,0.0,0.0,0.0,3.0,31.20000076293945,1027.900024414062,Геленджик
2022-10-19,12.69999980926514,87.0,0.0,0.0,0.0,0.0,6.800000190734863,1022.599975585938,Геленджик
2022-10-20,15.89999961853027,94.0,0.0,0.0,0.0,2.0,10.5,1010.900024414062,Геленджик
2022-10-21,8.300000190734863,74.0,0.0,0.0,0.0,1.0,15.39999961853027,1018.099975585938,Геленджик
2022-10-22,7.699999809265137,93.0,0.0,0.0,0.0,1.0,6.0,1027.800048828125,Геленджик
2022-10-23,11.60000038146973,81.0,0.0,0.0,0.0,3.0,6.400000095367432,1025.699951171875,Геленджик
2022-10-24,13.5,88.0,2.099999904632568,2.099999904632568,0.0,61.0,23.60000038146973,1016.400024414062,Геленджик
2022-10-25,12.5,83.0,0.0,0.0,0.0,0.0,2.900000095367432,1022.599975585938,Геленджик
2022-10-26,11.89999961853027,90.0,0.0,0.0,0.0,1.0,7.199999809265137,1020.099975585938,Геленджик
2022-10-27,14.39999961853027,94.0,0.0,0.0,0.0,1.0,7.400000095367432,1018.099975585938,Геленджик
2022-10-28,9.899999618530273,94.0,0.0,0.0,0.0,1.0,7.0,1024.800048828125,Геленджик
2022-10-29,9.300000190734863,95.0,0.0,0.0,0.0,2.0,6.400000095367432,1027.0,Геленджик
2022-10-30,9.300000190734863,93.0,0.0,0.0,0.0,1.0,3.700000047683716,1023.799987792969,Геленджик
2022-10-31,14.0,88.0,1.600000023841858,1.600000023841858,0.0,61.0,18.70000076293945,1016.400024414062,Геленджик
2022-11-01,7.400000095367432,69.0,0.0,0.0,0.0,0.0,15.80000019073486,1018.0,Геленджик
2022-11-02,8.399999618530273,81.0,0.0,0.0,0.0,0.0,7.599999904632568,1022.400024414062,Геленджик
2022-11-03,13.80000019073486,70.0,0.0,0.0,0.0,3.0,22.60000038146973,1015.299987792969,Геленджик
2022-11-04,8.0,86.0,0.0,0.0,0.0,2.0,6.300000190734863,1016.5,Геленджик
2022-11-05,6.300000190734863,96.0,0.0,0.0,0.0,0.0,6.599999904632568,1018.5,Геленджик
2022-11-06,7.0,83.0,0.0,0.0,0.0,0.0,19.20000076293945,1021.299987792969,Геленджик
2022-11-07,4.400000095367432,88.0,0.0,0.0,0.0,1.0,32.59999847412109,1021.5,Геленджик
2022-11-08,4.900000095367432,83.0,0.0,0.0,0.0,3.0,16.89999961853027,1016.599975585938,Геленджик
2022-11-09,7.699999809265137,84.0,0.0,0.0,0.0,1.0,10.69999980926514,1019.400024414062,Геленджик
2022-11-10,8.699999809265137,81.0,0.0,0.0,0.0,1.0,14.69999980926514,1022.599975585938,Геленджик
2022-11-11,6.400000095367432,91.0,0.0,0.0,0.0,0.0,4.800000190734863,1026.099975585938,Геленджик
2022-11-12,6.900000095367432,90.0,0.0,0.0,0.0,0.0,5.599999904632568,1027.900024414062,Геленджик
2022-11-13,6.5,95.0,0.0,0.0,0.0,3.0,5.900000095367432,1029.900024414062,Геленджик
2022-11-14,11.89999961853027,86.0,0.0,0.0,0.0,3.0,9.199999809265137,1024.699951171875,Геленджик
2022-11-15,5.800000190734863,92.0,0.0,0.0,0.0,0.0,14.80000019073486,1023.799987792969,Геленджик
2022-11-16,6.300000190734863,89.0,0.0,0.0,0.0,0.0,8.300000190734863,1017.599975585938,Геленджик
2022-11-17,13.10000038146973,81.0,0.1000000014901161,0.1000000014901161,0.0,51.0,22.89999961853027,1007.200012207031,Геленджик
2022-11-18,13.60000038146973,82.0,0.5,0.5,0.0,53.0,30.29999923706055,1003.799987792969,Геленджик
2022-11-19,14.39999961853027,87.0,0.300000011920929,0.300000011920929,0.0,51.0,26.5,1013.200012207031,Геленджик
2022-11-20,15.30000019073486,96.0,0.2000000029802322,0.2000000029802322,0.0,51.0,14.80000019073486,1020.700012207031,Геленджик
2022-11-21,15.0,76.0,0.0,0.0,0.0,3.0,16.60000038146973,1017.299987792969,Геленджик
2022-11-22,14.69999980926514,83.0,0.0,0.0,0.0,1.0,15.10000038146973,1010.200012207031,Геленджик
2022-11-23,9.600000381469727,84.0,0.0,0.0,0.0,3.0,16.5,1015.700012207031,Геленджик
2022-11-24,13.39999961853027,81.0,0.0,0.0,0.0,3.0,12.80000019073486,1012.0,Геленджик
2022-11-25,14.80000019073486,58.0,0.0,0.0,0.0,3.0,11.39999961853027,1006.700012207031,Геленджик
2022-11-26,12.15000009536743,88.0,0.0,0.0,0.0,3.0,6.199999809265137,1009.0,Геленджик
2022-11-27,9.5,94.0,0.699999988079071,0.699999988079071,0.0,53.0,12.0,1016.299987792969,Геленджик
2022-11-28,7.599999904632568,94.0,0.0,0.0,0.0,3.0,2.5,1024.5,Геленджик
2022-11-29,5.900000095367432,90.0,0.0,0.0,0.0,3.0,30.29999923706055,1021.0,Геленджик
2022-11-30,3.299999952316284,89.0,0.0,0.0,0.0,3.0,24.20000076293945,1019.799987792969,Геленджик
2022-12-01,4.099999904632568,77.0,0.0,0.0,0.0,1.0,21.5,1021.700012207031,Геленджик
2022-12-02,5.300000190734863,80.0,0.0,0.0,0.0,3.0,20.20000076293945,1019.700012207031,Геленджик
2022-12-03,7.699999809265137,90.0,3.099999904632568,3.099999904632568,0.0,63.0,17.60000038146973,1019.900024414062,Геленджик
2022-12-04,3.200000047683716,80.0,0.0,0.0,0.0,3.0,30.60000038146973,1026.5,Геленджик
2022-12-05,0.2000000029802322,73.0,0.0,0.0,0.0,2.0,30.89999961853027,1028.900024414062,Геленджик
2022-12-06,0.300000011920929,76.0,0.0,0.0,0.0,3.0,24.89999961853027,1026.099975585938,Геленджик
2022-12-07,5.300000190734863,77.0,0.0,0.0,0.0,3.0,12.89999961853027,1020.799987792969,Геленджик
2022-12-08,7.800000190734863,89.0,0.0,0.0,0.0,3.0,10.60000038146973,1019.599975585938,Геленджик
2022-12-09,9.0,90.0,0.0,0.0,0.0,3.0,8.899999618530273,1021.299987792969,Геленджик
2022-12-10,11.69999980926514,93.0,0.0,0.0,0.0,1.0,11.69999980926514,1019.5,Геленджик
2022-12-11,12.89999961853027,73.0,0.0,0.0,0.0,3.0,21.10000038146973,1015.599975585938,Геленджик
2022-12-12,12.80000019073486,71.0,0.0,0.0,0.0,3.0,23.10000038146973,1010.400024414062,Геленджик
2022-12-13,12.19999980926514,100.0,0.2000000029802322,0.2000000029802322,0.0,51.0,17.89999961853027,1010.200012207031,Геленджик
2022-12-14,8.600000381469727,90.0,1.200000047683716,1.200000047683716,0.0,55.0,11.39999961853027,1012.5,Геленджик
2022-12-15,1.700000047683716,82.0,0.0,0.0,0.0,3.0,16.79999923706055,1021.200012207031,Геленджик
2022-12-16,12.39999961853027,89.0,0.4000000059604645,0.4000000059604645,0.0,51.0,22.79999923706055,1015.099975585938,Геленджик
2022-12-17,11.39999961853027,89.0,0.0,0.0,0.0,3.0,19.10000038146973,1023.599975585938,Геленджик
2022-12-18,12.10000038146973,86.0,0.0,0.0,0.0,3.0,16.10000038146973,1021.5,Геленджик
2022-12-19,5.0,94.0,0.0,0.0,0.0,3.0,21.20000076293945,1027.699951171875,Геленджик
2022-12-20,-2.299999952316284,73.0,0.0,0.0,0.0,0.0,38.40000152587891,1032.5,Геленджик
2022-12-21,0.1000000014901161,78.0,0.0,0.0,0.0,3.0,4.699999809265137,1028.599975585938,Геленджик
2022-12-22,6.599999904632568,95.0,0.0,0.0,0.0,2.0,5.599999904632568,1024.099975585938,Геленджик
2022-12-23,3.700000047683716,88.0,0.0,0.0,0.0,1.0,3.900000095367432,1020.200012207031,Геленджик
2022-12-24,4.900000095367432,88.0,0.0,0.0,0.0,0.0,9.0,1015.900024414062,Геленджик
2022-12-25,8.399999618530273,95.0,0.300000011920929,0.300000011920929,0.0,51.0,6.800000190734863,1016.599975585938,Геленджик
2022-12-26,9.0,88.0,0.0,0.0,0.0,3.0,13.19999980926514,1017.599975585938,Геленджик
2022-12-27,7.599999904632568,99.0,0.1000000014901161,0.1000000014901161,0.0,51.0,4.300000190734863,1023.599975585938,Геленджик
2022-12-28,9.199999809265137,86.0,0.699999988079071,0.699999988079071,0.0,53.0,28.5,1019.0,Геленджик
2022-12-29,1.5,91.0,0.0,0.0,0.0,0.0,5.900000095367432,1029.400024414062,Геленджик
2022-12-30,7.800000190734863,65.0,0.0,0.0,0.0,3.0,13.39999961853027,1029.400024414062,Геленджик
2022-12-31,9.5,90.0,0.0,0.0,0.0,3.0,18.89999961853027,1028.099975585938,Геленджик
2023-01-01,9.399999618530273,96.0,0.1000000014901161,0.1000000014901161,0.0,51.0,10.0,1030.900024414062,Геленджик
2023-01-02,9.699999809265137,95.0,0.0,0.0,0.0,1.0,17.5,1032.5,Геленджик
2023-01-03,8.699999809265137,97.0,0.0,0.0,0.0,2.0,6.5,1030.800048828125,Геленджик
2023-01-04,9.600000381469727,94.0,0.0,0.0,0.0,2.0,14.80000019073486,1022.5,Геленджик
2023-01-05,4.5,88.0,0.0,0.0,0.0,3.0,15.10000038146973,1023.799987792969,Геленджик
2023-01-06,9.199999809265137,84.0,0.2000000029802322,0.2000000029802322,0.0,51.0,38.09999847412109,1012.400024414062,Геленджик
2023-01-07,6.099999904632568,90.0,0.0,0.0,0.0,3.0,15.5,1015.299987792969,Геленджик
2023-01-08,-6.5,74.0,0.0,0.0,0.0,1.0,20.39999961853027,1027.699951171875,Геленджик
2023-01-09,-8.199999809265137,64.0,0.0,0.0,0.0,0.0,31.10000038146973,1028.599975585938,Геленджик
2023-01-10,1.600000023841858,76.0,0.0,0.0,0.0,0.0,10.10000038146973,1027.0,Геленджик
2023-01-11,-3.5,58.0,0.0,0.0,0.0,1.0,21.5,1024.900024414062,Геленджик
2023-01-12,-1.100000023841858,68.0,0.0,0.0,0.0,3.0,17.5,1024.099975585938,Геленджик
2023-01-13,0.8999999761581421,60.0,0.0,0.0,0.0,0.0,16.70000076293945,1019.900024414062,Геленджик
2023-01-14,2.599999904632568,66.0,0.0,0.0,0.0,0.0,8.399999618530273,1019.900024414062,Геленджик
2023-01-15,6.400000095367432,94.0,0.0,0.0,0.0,3.0,8.399999618530273,1020.400024414062,Геленджик
2023-01-16,2.099999904632568,88.0,0.0,0.0,0.0,1.0,1.600000023841858,1021.0,Геленджик
2023-01-17,5.099999904632568,68.0,0.0,0.0,0.0,0.0,9.399999618530273,1017.700012207031,Геленджик
2023-01-18,8.399999618530273,84.0,0.0,0.0,0.0,0.0,14.39999961853027,1017.799987792969,Геленджик
2023-01-19,10.80000019073486,65.0,0.0,0.0,0.0,3.0,13.5,1020.099975585938,Геленджик
2023-01-20,9.300000190734863,55.0,0.0,0.0,0.0,0.0,9.0,1021.099975585938,Геленджик
2023-01-21,7.0,73.0,0.0,0.0,0.0,3.0,9.199999809265137,1013.099975585938,Геленджик
2023-01-22,9.5,84.0,0.0,0.0,0.0,0.0,20.29999923706055,1023.299987792969,Геленджик
2023-01-23,6.400000095367432,76.0,0.0,0.0,0.0,3.0,12.39999961853027,1024.400024414062,Геленджик
2023-01-24,3.900000095367432,80.0,0.0,0.0,0.0,0.0,13.0,1027.599975585938,Геленджик
2023-01-25,2.700000047683716,87.0,0.0,0.0,0.0,0.0,11.19999980926514,1028.099975585938,Геленджик
2023-01-26,0.8999999761581421,91.0,0.0,0.0,0.0,1.0,3.299999952316284,1025.199951171875,Геленджик
2023-01-27,1.700000047683716,96.0,0.0,0.0,0.0,2.0,5.699999809265137,1022.599975585938,Геленджик
2023-01-28,5.100000023841858,36.0,0.0,0.0,0.0,2.0,12.69999980926514,1012.700012207031,Геленджик
2023-01-29,8.5,96.0,0.1000000014901161,0.1000000014901161,0.0,51.0,11.39999961853027,1012.400024414062,Геленджик
2023-01-30,6.599999904632568,90.0,0.6000000238418579,0.6000000238418579,0.0,53.0,6.199999809265137,1012.599975585938,Геленджик
2023-01-31,6.0,84.0,0.0,0.0,0.0,3.0,16.10000038146973,1011.799987792969,Геленджик
2023-02-01,2.799999952316284,99.0,0.0,0.0,0.0,3.0,5.5,1010.400024414062,Геленджик
2023-02-02,2.099999904632568,84.0,0.0,0.0,0.0,3.0,6.300000190734863,1014.0,Геленджик
2023-02-03,3.099999904632568,94.0,0.0,0.0,0.0,2.0,5.900000095367432,1016.400024414062,Геленджик
